Nominal mass	Compositions	Charges
556	H24C29N4O8,H24C28CxN4O8,H24C29N4O7Ox,H24C27Cx2N4O8,H24C26Cx3N4O8	-1
556	H33C19N4O11PS,H33C18CxN4O11PS,H33C19N4O11PSx,H33C19N4O10OxPS,H33C17Cx2N4O11PS,H33C16Cx3N4O11PS	-1
556	H29C28N2O7FS,H29C27CxN2O7FS,H29C28N2O7FSx,H29C28N2O6OxFS,H29C26Cx2N2O7FS,H29C25Cx3N2O7FS	-1
556	H32C25O14,H32C24CxO14,H32C25O13Ox,H32C23Cx2O14,H32C22Cx3O14	-1
556	H33C29N2O5SCl,H33C28CxN2O5SCl,H33C29N2O5SxCl,H33C29N2O5SClx,H33C29N2O4OxSCl,H33C27Cx2N2O5SCl,H33C26Cx3N2O5SCl	-1
556	H26C26N4O3F6,H26C25CxN4O3F6,H26C26N4O2OxF6,H26C24Cx2N4O3F6,H26C23Cx3N4O3F6	-1
556	H27C28N4O5F3,H27C27CxN4O5F3,H27C28N4O4OxF3,H27C26Cx2N4O5F3,H27C25Cx3N4O5F3	-1
556	H32C29O11,H32C28CxO11,H32C29O10Ox,H32C27Cx2O11,H32C26Cx3O11	-1
556	H29C31N4O5F,H29C30CxN4O5F,H29C31N4O4OxF,H29C29Cx2N4O5F,H29C28Cx3N4O5F	1
556	H36C26O13,H36C25CxO13,H36C26O12Ox,H36C24Cx2O13,H36C23Cx3O13	-1
556	H36C28N4O6S,H36C27CxN4O6S,H36C28N4O6Sx,H36C28N4O5OxS,H36C26Cx2N4O6S,H36C25Cx3N4O6S	-1,1
556	H40C23O15,H40C22CxO15,H40C23O14Ox,H40C21Cx2O15,H40C20Cx3O15	-1,1
556	H36C34O7,H36C33CxO7,H36C34O6Ox,H36C32Cx2O7,H36C31Cx3O7	-1,1
556	H36C32N4O3S,H36C31CxN4O3S,H36C32N4O3Sx,H36C32N4O2OxS,H36C30Cx2N4O3S,H36C29Cx3N4O3S	-1
556	H32C34N6O2,H32C33CxN6O2,H32C34N6OOx,H32C32Cx2N6O2,H32C31Cx3N6O2	-1,1
556	H43C27NO9P,H43C26CxNO9P,H43C27NO8OxP,H43C25Cx2NO9P,H43C24Cx3NO9P	-1
556	H36C32N4O5,H36C31CxN4O5,H36C32N4O4Ox,H36C30Cx2N4O5,H36C29Cx3N4O5	-1,1
556	H39C27N4O5F3,H39C26CxN4O5F3,H39C27N4O4OxF3,H39C25Cx2N4O5F3,H39C24Cx3N4O5F3	-1,1
556	H44C28O11,H44C27CxO11,H44C28O10Ox,H44C26Cx2O11,H44C25Cx3O11	-1,1
556	H44C31N2O5S,H44C30CxN2O5S,H44C31N2O5Sx,H44C31N2O4OxS,H44C29Cx2N2O5S,H44C28Cx3N2O5S	-1,1
556	H44C32O8,H44C31CxO8,H44C32O7Ox,H44C30Cx2O8,H44C29Cx3O8	-1,1
556	H48C29O10,H48C28CxO10,H48C29O9Ox,H48C27Cx2O10,H48C26Cx3O10	-1,1
556	H44C30N4O6,H44C29CxN4O6,H44C30N4O5Ox,H44C28Cx2N4O6,H44C27Cx3N4O6	-1,1
556	H48C33O7,H48C32CxO7,H48C33O6Ox,H48C31Cx2O7,H48C30Cx3O7	-1,1
556	H44C36N4Mg,H44C35CxN4Mg,H44C34Cx2N4Mg,H44C33Cx3N4Mg	-1,1
556	H44C28N8O4,H44C27CxN8O4,H44C28N8O3Ox,H44C26Cx2N8O4,H44C25Cx3N8O4	-1,1
557	H39C29N3O6S,H39C28CxN3O6S,H39C29N3O6Sx,H39C29N3O5OxS,H39C27Cx2N3O6S,H39C26Cx3N3O6S	-1
557	H40C24N5O8P,H40C23CxN5O8P,H40C24N5O7OxP,H40C22Cx2N5O8P,H40C21Cx3N5O8P	-1,1
557	H43C23NO14,H43C22CxNO14,H43C23NO13Ox,H43C21Cx2NO14,H43C20Cx3NO14	1
557	H36C33N3O4F,H36C32CxN3O4F,H36C33N3O3OxF,H36C31Cx2N3O4F,H36C30Cx3N3O4F	-1,1
557	H39C29N3O8,H39C28CxN3O8,H39C29N3O7Ox,H39C27Cx2N3O8,H39C26Cx3N3O8	-1,1
557	H39C33N3O5,H39C32CxN3O5,H39C33N3O4Ox,H39C31Cx2N3O5,H39C30Cx3N3O5	-1,1
557	H43C30N3O5S,H43C29CxN3O5S,H43C30N3O5Sx,H43C30N3O4OxS,H43C28Cx2N3O5S,H43C27Cx3N3O5S	-1
557	H40C29N5O5F,H40C28CxN5O5F,H40C29N5O4OxF,H40C27Cx2N5O5F,H40C26Cx3N5O5F	-1,1
557	H43C34N3O4,H43C33CxN3O4,H43C34N3O3Ox,H43C32Cx2N3O4,H43C31Cx3N3O4	-1,1
558	H34C27N4O5S2,H34C26CxN4O5S2,H34C27N4O5SSx,H34C27N4O4OxS2,H34C25Cx2N4O5S2,H34C24Cx3N4O5S2	-1
558	H48C18N6Cl6,H48C17CxN6Cl6,H48C18N6Cl5Clx,H48C16Cx2N6Cl6,H48C15Cx3N6Cl6	-1
558	H34C29O11,H34C28CxO11,H34C29O10Ox,H34C27Cx2O11,H34C26Cx3O11	-1
558	H33C25N4O5F3S,H33C24CxN4O5F3S,H33C25N4O5F3Sx,H33C25N4O4OxF3S,H33C23Cx2N4O5F3S,H33C22Cx3N4O5F3S	-1
558	H34C31N4O4S,H34C30CxN4O4S,H34C31N4O4Sx,H34C31N4O3OxS,H34C29Cx2N4O4S,H34C28Cx3N4O4S	-1
558	H38C30O10,H38C29CxO10,H38C30O9Ox,H38C28Cx2O10,H38C27Cx3O10	1
558	H34C31N4O6,H34C30CxN4O6,H34C31N4O5Ox,H34C29Cx2N4O6,H34C28Cx3N4O6	-1,1
558	H38C28N4O6S,H38C27CxN4O6S,H38C28N4O6Sx,H38C28N4O5OxS,H38C26Cx2N4O6S,H38C25Cx3N4O6S	-1,1
558	H38C29N2O9,H38C28CxN2O9,H38C29N2O8Ox,H38C27Cx2N2O9,H38C26Cx3N2O9	-1
558	H38C32N4O5,H38C31CxN4O5,H38C32N4O4Ox,H38C30Cx2N4O5,H38C29Cx3N4O5	-1,1
558	H54C6O27,H54C5CxO27,H54C6O26Ox,H54C4Cx2O27,H54C3Cx3O27	1
558	H47C28N2O7Cl,H47C27CxN2O7Cl,H47C28N2O7Clx,H47C28N2O6OxCl,H47C26Cx2N2O7Cl,H47C25Cx3N2O7Cl	-1,1
558	H46C32O8,H46C31CxO8,H46C32O7Ox,H46C30Cx2O8,H46C29Cx3O8	-1,1
558	H42C33N4O4,H42C32CxN4O4,H42C33N4O3Ox,H42C31Cx2N4O4,H42C30Cx3N4O4	-1,1
558	H46C36O5,H46C35CxO5,H46C36O4Ox,H46C34Cx2O5,H46C33Cx3O5	-1,1
558	H50C33O7,H50C32CxO7,H50C33O6Ox,H50C31Cx2O7,H50C30Cx3O7	1
558	H54C30O9,H54C29CxO9,H54C30O8Ox,H54C28Cx2O9,H54C27Cx3O9	-1,1
559	H23C15N5O14P2,H23C14CxN5O14P2,H23C15N5O13OxP2,H23C13Cx2N5O14P2,H23C12Cx3N5O14P2	-1
559	H44O27SV,H44O27SxV,H44O26OxSV	1
559	H41C14NO21,H41C13CxNO21,H41C14NO20Ox,H41C12Cx2NO21,H41C11Cx3NO21	-1
559	H37C28N3O7S,H37C27CxN3O7S,H37C28N3O7Sx,H37C28N3O6OxS,H37C26Cx2N3O7S,H37C25Cx3N3O7S	-1
559	H45C26N3O6S2,H45C25CxN3O6S2,H45C26N3O6SSx,H45C26N3O5OxS2,H45C24Cx2N3O6S2,H45C23Cx3N3O6S2	1
559	H37C35N5O2,H37C34CxN5O2,H37C35N5OOx,H37C33Cx2N5O2,H37C32Cx3N5O2	-1,1
559	H41C33N3O5,H41C32CxN3O5,H41C33N3O4Ox,H41C31Cx2N3O5,H41C30Cx3N3O5	1
559	H45C31NO8,H45C30CxNO8,H45C31NO7Ox,H45C29Cx2NO8,H45C28Cx3NO8	1
559	H41C32N5O4,H41C31CxN5O4,H41C32N5O3Ox,H41C30Cx2N5O4,H41C29Cx3N5O4	1
559	H44C28N3O5F3,H44C27CxN3O5F3,H44C28N3O4OxF3,H44C26Cx2N3O5F3,H44C25Cx3N3O5F3	-1,1
559	H50C28NO8P,H50C27CxNO8P,H50C28NO7OxP,H50C26Cx2NO8P,H50C25Cx3NO8P	-1,1
559	H45C29N5O6,H45C28CxN5O6,H45C29N5O5Ox,H45C27Cx2N5O6,H45C26Cx3N5O6	-1,1
559	H57C30NO8,H57C29CxNO8,H57C30NO7Ox,H57C28Cx2NO8,H57C27Cx3NO8	1
559	H65C32NO4S,H65C31CxNO4S,H65C32NO4Sx,H65C32NO3OxS,H65C30Cx2NO4S,H65C29Cx3NO4S	1
560	H28C23O14S,H28C22CxO14S,H28C23O14Sx,H28C23O13OxS,H28C21Cx2O14S,H28C20Cx3O14S	1
560	H36C29O11,H36C28CxO11,H36C29O10Ox,H36C27Cx2O11,H36C26Cx3O11	-1
560	H42C27N2O6Cl2,H42C26CxN2O6Cl2,H42C27N2O6ClClx,H42C27N2O5OxCl2,H42C25Cx2N2O6Cl2,H42C24Cx3N2O6Cl2	-1
560	H36C31N4O4S,H36C30CxN4O4S,H36C31N4O4Sx,H36C31N4O3OxS,H36C29Cx2N4O4S,H36C28Cx3N4O4S	1
560	H40C29N2O7S,H40C28CxN2O7S,H40C29N2O7Sx,H40C29N2O6OxS,H40C27Cx2N2O7S,H40C26Cx3N2O7S	-1,1
560	H40C29N2O9,H40C28CxN2O9,H40C29N2O8Ox,H40C27Cx2N2O9,H40C26Cx3N2O9	-1,1
560	H48C32O8,H48C31CxO8,H48C32O7Ox,H48C30Cx2O8,H48C29Cx3O8	-1,1
560	H44C33N4O4,H44C32CxN4O4,H44C33N4O3Ox,H44C31Cx2N4O4,H44C30Cx3N4O4	-1,1
560	H52C25O13,H52C24CxO13,H52C25O12Ox,H52C23Cx2O13,H52C22Cx3O13	1
560	H48C36O5,H48C35CxO5,H48C36O4Ox,H48C34Cx2O5,H48C33Cx3O5	1
560	H48C25N6O8,H48C24CxN6O8,H48C25N6O7Ox,H48C23Cx2N6O8,H48C22Cx3N6O8	1
560	H55C29NO7P,H55C28CxNO7P,H55C29NO6OxP,H55C27Cx2NO7P,H55C26Cx3NO7P	1
560	H52C37O4,H52C36CxO4,H52C37O3Ox,H52C35Cx2O4,H52C34Cx3O4	1
560	H64C36O4,H64C35CxO4,H64C36O3Ox,H64C34Cx2O4,H64C33Cx3O4	-1
561	H47C11NO23,H47C10CxNO23,H47C11NO22Ox,H47C9Cx2NO23,H47C8Cx3NO23	1
561	H39C22N7O8S,H39C21CxN7O8S,H39C22N7O8Sx,H39C22N7O7OxS,H39C20Cx2N7O8S,H39C19Cx3N7O8S	1
561	H39C32N3O6,H39C31CxN3O6,H39C32N3O5Ox,H39C30Cx2N3O6,H39C29Cx3N3O6	1
561	H40C37N3Cl,H40C36CxN3Cl,H40C37N3Clx,H40C35Cx2N3Cl,H40C34Cx3N3Cl	-1,1
561	H39C31N5O5,H39C30CxN5O5,H39C31N5O4Ox,H39C29Cx2N5O5,H39C28Cx3N5O5	1
561	H43C28N5O5S,H43C27CxN5O5S,H43C28N5O5Sx,H43C28N5O4OxS,H43C26Cx2N5O5S,H43C25Cx3N5O5S	1
561	H47C29N5O6,H47C28CxN5O6,H47C29N5O5Ox,H47C27Cx2N5O6,H47C26Cx3N5O6	1
561	H55C28N3O4S2,H55C27CxN3O4S2,H55C28N3O4SSx,H55C28N3O3OxS2,H55C26Cx2N3O4S2,H55C25Cx3N3O4S2	1
562	H31C22N4O7S2Cl,H31C21CxN4O7S2Cl,H31C22N4O7SSxCl,H31C22N4O7S2Clx,H31C22N4O6OxS2Cl,H31C20Cx2N4O7S2Cl,H31C19Cx3N4O7S2Cl	-1
562	H26C34O8,H26C33CxO8,H26C34O7Ox,H26C32Cx2O8,H26C31Cx3O8	-1
562	H30C27O13,H30C26CxO13,H30C27O12Ox,H30C25Cx2O13,H30C24Cx3O13	-1
562	H33C29N2O6F3,H33C28CxN2O6F3,H33C29N2O5OxF3,H33C27Cx2N2O6F3,H33C26Cx3N2O6F3	-1
562	H38C29O11,H38C28CxO11,H38C29O10Ox,H38C27Cx2O11,H38C26Cx3O11	1
562	H38C32N2O5S,H38C31CxN2O5S,H38C32N2O5Sx,H38C32N2O4OxS,H38C30Cx2N2O5S,H38C29Cx3N2O5S	-1,1
562	H34C34N4O4,H34C33CxN4O4,H34C34N4O3Ox,H34C32Cx2N4O4,H34C31Cx3N4O4	-1,1
562	H38C31N4O4S,H38C30CxN4O4S,H38C31N4O4Sx,H38C31N4O3OxS,H38C29Cx2N4O4S,H38C28Cx3N4O4S	1
562	H46C27O8S2,H46C26CxO8S2,H46C27O8SSx,H46C27O7OxS2,H46C25Cx2O8S2,H46C24Cx3O8S2	-1,1
562	H37C29N4O4F3,H37C28CxN4O4F3,H37C29N4O3OxF3,H37C27Cx2N4O4F3,H37C26Cx3N4O4F3	1
562	H43C32O7Na,H43C31CxO7Na,H43C32O6OxNa,H43C30Cx2O7Na,H43C29Cx3O7Na	1
562	H46C31O9,H46C30CxO9,H46C31O8Ox,H46C29Cx2O9,H46C28Cx3O9	-1,1
562	H42C32N4O5,H42C31CxN4O5,H42C32N4O4Ox,H42C30Cx2N4O5,H42C29Cx3N4O5	-1,1
562	H42C31N6O4,H42C30CxN6O4,H42C31N6O3Ox,H42C29Cx2N6O4,H42C28Cx3N6O4	1
562	H42C30N8O3,H42C29CxN8O3,H42C30N8O2Ox,H42C28Cx2N8O3,H42C27Cx3N8O3	1
562	H50C32O8,H50C31CxO8,H50C32O7Ox,H50C30Cx2O8,H50C29Cx3O8	1
562	H62C35O5,H62C34CxO5,H62C35O4Ox,H62C33Cx2O5,H62C32Cx3O5	1
563	H41C28N3O5S2,H41C27CxN3O5S2,H41C28N3O5SSx,H41C28N3O4OxS2,H41C26Cx2N3O5S2,H41C25Cx3N3O5S2	-1,1
563	H45C26NO8S2,H45C25CxNO8S2,H45C26NO8SSx,H45C26NO7OxS2,H45C24Cx2NO8S2,H45C23Cx3NO8S2	-1,1
563	H46C30NO7P,H46C29CxNO7P,H46C30NO6OxP,H46C28Cx2NO7P,H46C27Cx3NO7P	1
563	H41C31N5O5,H41C30CxN5O5,H41C31N5O4Ox,H41C29Cx2N5O5,H41C28Cx3N5O5	1
563	H41C30N7O4,H41C29CxN7O4,H41C30N7O3Ox,H41C28Cx2N7O4,H41C27Cx3N7O4	-1,1
563	H61C6NO26,H61C5CxNO26,H61C6NO25Ox,H61C4Cx2NO26,H61C3Cx3NO26	-1,1
563	H75C38O2,H75C37CxO2,H75C38OOx,H75C36Cx2O2,H75C35Cx3O2	1
564	HC11O2F21,HC10CxO2F21,HC11OOxF21,HC9Cx2O2F21,HC8Cx3O2F21	-1
564	H28C26O14,H28C25CxO14,H28C26O13Ox,H28C24Cx2O14,H28C23Cx3O14	-1
564	H31C31N4O3F3,H31C30CxN4O3F3,H31C31N4O2OxF3,H31C29Cx2N4O3F3,H31C28Cx3N4O3F3	-1
564	H37C27N4O6FS,H37C26CxN4O6FS,H37C27N4O6FSx,H37C27N4O5OxFS,H37C25Cx2N4O6FS,H37C24Cx3N4O6FS	-1,1
564	H33C29N6O5F,H33C28CxN6O5F,H33C29N6O4OxF,H33C27Cx2N6O5F,H33C26Cx3N6O5F	-1
564	H44C24N4O7S2,H44C23CxN4O7S2,H44C24N4O7SSx,H44C24N4O6OxS2,H44C22Cx2N4O7S2,H44C21Cx3N4O7S2	-1
564	H36C34N4O4,H36C33CxN4O4,H36C34N4O3Ox,H36C32Cx2N4O4,H36C31Cx3N4O4	-1,1
564	H44C30O10,H44C29CxO10,H44C30O9Ox,H44C28Cx2O10,H44C27Cx3O10	-1,1
564	H40C31N4O6,H40C30CxN4O6,H40C31N4O5Ox,H40C29Cx2N4O6,H40C28Cx3N4O6	-1,1
564	H56C5O28,H56C4CxO28,H56C5O27Ox,H56C3Cx2O28,H56C2Cx3O28	-1,1
564	H40C35N4O3,H40C34CxN4O3,H40C35N4O2Ox,H40C33Cx2N4O3,H40C32Cx3N4O3	1
564	H48C27O12,H48C26CxO12,H48C27O11Ox,H48C25Cx2O12,H48C24Cx3O12	-1,1
564	H44C32N4O5,H44C31CxN4O5,H44C32N4O4Ox,H44C30Cx2N4O5,H44C29Cx3N4O5	-1,1
564	H44C36N4O2,H44C35CxN4O2,H44C36N4OOx,H44C34Cx2N4O2,H44C33Cx3N4O2	1
564	H52C31N2O5S,H52C30CxN2O5S,H52C31N2O5Sx,H52C31N2O4OxS,H52C29Cx2N2O5S,H52C28Cx3N2O5S	1
564	H59C29NO7P,H59C28CxNO7P,H59C29NO6OxP,H59C27Cx2NO7P,H59C26Cx3NO7P	-1,1
564	H68C36O4,H68C35CxO4,H68C36O3Ox,H68C34Cx2O4,H68C33Cx3O4	1
565	H35C26N3O11,H35C25CxN3O11,H35C26N3O10Ox,H35C24Cx2N3O11,H35C23Cx3N3O11	-1
565	H34C28N3O6F3,H34C27CxN3O6F3,H34C28N3O5OxF3,H34C26Cx2N3O6F3,H34C25Cx3N3O6F3	-1
565	H35C30N3O8,H35C29CxN3O8,H35C30N3O7Ox,H35C28Cx2N3O8,H35C27Cx3N3O8	-1
565	H39C26N5O7S,H39C25CxN5O7S,H39C26N5O7Sx,H39C26N5O6OxS,H39C24Cx2N5O7S,H39C23Cx3N5O7S	-1,1
565	H39C31N3O5S,H39C30CxN3O5S,H39C31N3O5Sx,H39C31N3O4OxS,H39C29Cx2N3O5S,H39C28Cx3N3O5S	-1
565	H40C28N3O6FS,H40C27CxN3O6FS,H40C28N3O6FSx,H40C28N3O5OxFS,H40C26Cx2N3O6FS,H40C25Cx3N3O6FS	-1
565	H44C25NO11P,H44C24CxNO11P,H44C25NO10OxP,H44C23Cx2NO11P,H44C22Cx3NO11P	-1,1
565	H39C21N7O11,H39C20CxN7O11,H39C21N7O10Ox,H39C19Cx2N7O11,H39C18Cx3N7O11	-1,1
565	H38C29N3O5F3,H38C28CxN3O5F3,H38C29N3O4OxF3,H38C27Cx2N3O5F3,H38C26Cx3N3O5F3	-1,1
565	H43C27N5O6S,H43C26CxN5O6S,H43C27N5O6Sx,H43C27N5O5OxS,H43C25Cx2N5O6S,H43C24Cx3N5O6S	1
565	H43C32N3O6,H43C31CxN3O6,H43C32N3O5Ox,H43C30Cx2N3O6,H43C29Cx3N3O6	1
565	H52C27NO9P,H52C26CxNO9P,H52C27NO8OxP,H52C25Cx2NO9P,H52C24Cx3NO9P	-1,1
565	H47C33N3O5,H47C32CxN3O5,H47C33N3O4Ox,H47C31Cx2N3O5,H47C30Cx3N3O5	-1,1
565	H47C27N7O6,H47C26CxN7O6,H47C27N7O5Ox,H47C25Cx2N7O6,H47C24Cx3N7O6	-1,1
565	H56C28NO8P,H56C27CxNO8P,H56C28NO7OxP,H56C26Cx2NO8P,H56C25Cx3NO8P	1
565	H55C30N5O5,H55C29CxN5O5,H55C30N5O4Ox,H55C28Cx2N5O5,H55C27Cx3N5O5	1
565	H71C36NO3,H71C35CxNO3,H71C36NO2Ox,H71C34Cx2NO3,H71C33Cx3NO3	1
566	H7C8O16Na9,H7C7CxO16Na9,H7C8O15OxNa9,H7C6Cx2O16Na9,H7C5Cx3O16Na9	1
566	H24C15N2O17P2,H24C14CxN2O17P2,H24C15N2O16OxP2,H24C13Cx2N2O17P2,H24C12Cx3N2O17P2	-1
566	H34C26N2O8S2,H34C25CxN2O8S2,H34C26N2O8SSx,H34C26N2O7OxS2,H34C24Cx2N2O8S2,H34C23Cx3N2O8S2	-1,1
566	H30C30O11,H30C29CxO11,H30C30O10Ox,H30C28Cx2O11,H30C27Cx3O11	-1
566	H35C27N2O6FS2,H35C26CxN2O6FS2,H35C27N2O6FSSx,H35C27N2O5OxFS2,H35C25Cx2N2O6FS2,H35C24Cx3N2O6FS2	-1
566	H30C34O8,H30C33CxO8,H30C34O7Ox,H30C32Cx2O8,H30C31Cx3O8	-1
566	H34C29N4O4S2,H34C28CxN4O4S2,H34C29N4O4SSx,H34C29N4O3OxS2,H34C27Cx2N4O4S2,H34C26Cx3N4O4S2	-1
566	H34C31O10,H34C30CxO10,H34C31O9Ox,H34C29Cx2O10,H34C28Cx3O10	-1
566	H35C35N2OSCl,H35C34CxN2OSCl,H35C35N2OSxCl,H35C35N2OSClx,H35C33Cx2N2OSCl,H35C32Cx3N2OSCl	-1
566	H36C31N4O4F2,H36C30CxN4O4F2,H36C31N4O3OxF2,H36C29Cx2N4O4F2,H36C28Cx3N4O4F2	-1,1
566	H37C28N4O5F3,H37C27CxN4O5F3,H37C28N4O4OxF3,H37C26Cx2N4O5F3,H37C25Cx3N4O5F3	-1,1
566	H42C29O11,H42C28CxO11,H42C29O10Ox,H42C27Cx2O11,H42C26Cx3O11	-1,1
566	H38C35N2O5,H38C34CxN2O5,H38C35N2O4Ox,H38C33Cx2N2O5,H38C32Cx3N2O5	-1,1
566	H38C34N4O4,H38C33CxN4O4,H38C34N4O3Ox,H38C32Cx2N4O4,H38C31Cx3N4O4	1
566	H42C31N4O6,H42C30CxN4O6,H42C31N4O5Ox,H42C29Cx2N4O6,H42C28Cx3N4O6	-1,1
566	H46C32N4O5,H46C31CxN4O5,H46C32N4O4Ox,H46C30Cx2N4O5,H46C29Cx3N4O5	1
567	H30C29N3O6FS,H30C28CxN3O6FS,H30C29N3O6FSx,H30C29N3O5OxFS,H30C27Cx2N3O6FS,H30C26Cx3N3O6FS	1
567	H30C32N5O4F,H30C31CxN5O4F,H30C32N5O3OxF,H30C30Cx2N5O4F,H30C29Cx3N5O4F	-1
567	H21C21N21,H21C20CxN21,H21C19Cx2N21,H21C18Cx3N21	-1
567	H37C33N5O4,H37C32CxN5O4,H37C33N5O3Ox,H37C31Cx2N5O4,H37C30Cx3N5O4	-1,1
567	H41C21N7O11,H41C20CxN7O11,H41C21N7O10Ox,H41C19Cx2N7O11,H41C18Cx3N7O11	-1,1
567	H41C31N3O7,H41C30CxN3O7,H41C31N3O6Ox,H41C29Cx2N3O7,H41C28Cx3N3O7	1
567	H37C32N7O3,H37C31CxN7O3,H37C32N7O2Ox,H37C30Cx2N7O3,H37C29Cx3N7O3	-1,1
567	H45C32N3O4S,H45C31CxN3O4S,H45C32N3O4Sx,H45C32N3O3OxS,H45C30Cx2N3O4S,H45C29Cx3N3O4S	-1,1
567	H46C31NO7Na,H46C30CxNO7Na,H46C31NO6OxNa,H46C29Cx2NO7Na,H46C28Cx3NO7Na	-1,1
567	H50C26NO10P,H50C25CxNO10P,H50C26NO9OxP,H50C24Cx2NO10P,H50C23Cx3NO10P	1
567	H50C30NO7P,H50C29CxNO7P,H50C30NO6OxP,H50C28Cx2NO7P,H50C27Cx3NO7P	1
567	H49C33N3O5,H49C32CxN3O5,H49C33N3O4Ox,H49C31Cx2N3O5,H49C30Cx3N3O5	1
568	H29C27N6O5FS,H29C26CxN6O5FS,H29C27N6O5FSx,H29C27N6O4OxFS,H29C25Cx2N6O5FS,H29C24Cx3N6O5FS	-1
568	H36C30N2O7S,H36C29CxN2O7S,H36C30N2O7Sx,H36C30N2O6OxS,H36C28Cx2N2O7S,H36C27Cx3N2O7S	-1
568	H48C6O28,H48C5CxO28,H48C6O27Ox,H48C4Cx2O28,H48C3Cx3O28	-1
568	H40C28O12,H40C27CxO12,H40C28O11Ox,H40C26Cx2O12,H40C25Cx3O12	1
568	H40C22N4O13,H40C21CxN4O13,H40C22N4O12Ox,H40C20Cx2N4O13,H40C19Cx3N4O13	-1
568	H40C31N2O6S,H40C30CxN2O6S,H40C31N2O6Sx,H40C31N2O5OxS,H40C29Cx2N2O6S,H40C28Cx3N2O6S	-1
568	H40C32O9,H40C31CxO9,H40C32O8Ox,H40C30Cx2O9,H40C29Cx3O9	-1,1
568	H45C27O9NaS,H45C26CxO9NaS,H45C27O9NaSx,H45C27O8OxNaS,H45C25Cx2O9NaS,H45C24Cx3O9NaS	-1,1
568	H36C32N6O4,H36C31CxN6O4,H36C32N6O3Ox,H36C30Cx2N6O4,H36C29Cx3N6O4	-1
568	H44C28N2O8S,H44C27CxN2O8S,H44C28N2O8Sx,H44C28N2O7OxS,H44C26Cx2N2O8S,H44C25Cx3N2O8S	-1
568	H44C29O11,H44C28CxO11,H44C29O10Ox,H44C27Cx2O11,H44C26Cx3O11	-1,1
568	H49C25N2O8PS,H49C24CxN2O8PS,H49C25N2O8PSx,H49C25N2O7OxPS,H49C23Cx2N2O8PS,H49C22Cx3N2O8PS	1
568	H44C33O8,H44C32CxO8,H44C33O7Ox,H44C31Cx2O8,H44C30Cx3O8	1
568	H40C34N4O4,H40C33CxN4O4,H40C34N4O3Ox,H40C32Cx2N4O4,H40C31Cx3N4O4	-1,1
568	H41C31N4O5F,H41C30CxN4O5F,H41C31N4O4OxF,H41C29Cx2N4O5F,H41C28Cx3N4O5F	-1,1
568	H48C30O10,H48C29CxO10,H48C30O9Ox,H48C28Cx2O10,H48C27Cx3O10	-1,1
568	H44C31N4O6,H44C30CxN4O6,H44C31N4O5Ox,H44C29Cx2N4O6,H44C28Cx3N4O6	-1,1
568	H48C32N4O5,H48C31CxN4O5,H48C32N4O4Ox,H48C30Cx2N4O5,H48C29Cx3N4O5	-1,1
568	H52C35O6,H52C34CxO6,H52C35O5Ox,H52C33Cx2O6,H52C32Cx3O6	1
568	H56C32O8,H56C31CxO8,H56C32O7Ox,H56C30Cx2O8,H56C29Cx3O8	-1
569	H21C27N3O7Cl2,H21C26CxN3O7Cl2,H21C27N3O7ClClx,H21C27N3O6OxCl2,H21C25Cx2N3O7Cl2,H21C24Cx3N3O7Cl2	-1
569	H36C21N3O11PS,H36C20CxN3O11PS,H36C21N3O11PSx,H36C21N3O10OxPS,H36C19Cx2N3O11PS,H36C18Cx3N3O11PS	-1
569	H35C27N7O7,H35C26CxN7O7,H35C27N7O6Ox,H35C25Cx2N7O7,H35C24Cx3N7O7	-1,1
569	H35C32N5O5,H35C31CxN5O5,H35C32N5O4Ox,H35C30Cx2N5O5,H35C29Cx3N5O5	-1
569	H43C24NO14,H43C23CxNO14,H43C24NO13Ox,H43C22Cx2NO14,H43C21Cx3NO14	-1,1
569	H47C25NO11S,H47C24CxNO11S,H47C25NO11Sx,H47C25NO10OxS,H47C23Cx2NO11S,H47C22Cx3NO11S	-1,1
569	H39C34N3O5,H39C33CxN3O5,H39C34N3O4Ox,H39C32Cx2N3O5,H39C31Cx3N3O5	-1,1
569	H48C25NO11P,H48C24CxNO11P,H48C25NO10OxP,H48C23Cx2NO11P,H48C22Cx3NO11P	-1,1
569	H40C30N5O5F,H40C29CxN5O5F,H40C30N5O4OxF,H40C28Cx2N5O5F,H40C27Cx3N5O5F	-1,1
569	H47C32N3O6,H47C31CxN3O6,H47C32N3O5Ox,H47C30Cx2N3O6,H47C29Cx3N3O6	-1,1
569	H52C30NO7P,H52C29CxNO7P,H52C30NO6OxP,H52C28Cx2NO7P,H52C27Cx3NO7P	1
570	H34C21N2O16,H34C20CxN2O16,H34C21N2O15Ox,H34C19Cx2N2O16,H34C18Cx3N2O16	-1
570	H38C19O19,H38C18CxO19,H38C19O18Ox,H38C17Cx2O19,H38C16Cx3O19	-1
570	H29C29N4O5F3,H29C28CxN4O5F3,H29C29N4O4OxF3,H29C27Cx2N4O5F3,H29C26Cx3N4O5F3	-1
570	H30C35N4O4,H30C34CxN4O4,H30C35N4O3Ox,H30C33Cx2N4O4,H30C32Cx3N4O4	1
570	H38C22N2O15,H38C21CxN2O15,H38C22N2O14Ox,H38C20Cx2N2O15,H38C19Cx3N2O15	-1,1
570	H33C30N4O4F3,H33C29CxN4O4F3,H33C30N4O3OxF3,H33C28Cx2N4O4F3,H33C27Cx3N4O4F3	1
