Nominal mass	Compositions	Charges
442	H27C24N2O2SCl,H27C23CxN2O2SCl,H27C24N2O2SxCl,H27C24N2O2SClx,H27C24N2OOxSCl,H27C22Cx2N2O2SCl,H27C21Cx3N2O2SCl	-1
442	H26C22N4O2S2,H26C21CxN4O2S2,H26C22N4O2SSx,H26C22N4OOxS2,H26C20Cx2N4O2S2,H26C19Cx3N4O2S2	-1,1
442	H21C24N2O3F3,H21C23CxN2O3F3,H21C24N2O2OxF3,H21C22Cx2N2O3F3,H21C21Cx3N2O3F3	1
442	H28C16NO13,H28C15CxNO13,H28C16NO12Ox,H28C14Cx2NO13,H28C13Cx3NO13	-1,1
442	H26C23N2O5S,H26C22CxN2O5S,H26C23N2O5Sx,H26C23N2O4OxS,H26C21Cx2N2O5S,H26C20Cx3N2O5S	-1,1
442	H28C25N2OCl2,H28C24CxN2OCl2,H28C25N2OClClx,H28C23Cx2N2OCl2,H28C22Cx3N2OCl2	-1,1
442	H34C6O21,H34C5CxO21,H34C6O20Ox,H34C4Cx2O21,H34C3Cx3O21	-1
442	H26C24O8,H26C23CxO8,H26C24O7Ox,H26C22Cx2O8,H26C21Cx3O8	-1
442	H30C21O8S,H30C20CxO8S,H30C21O8Sx,H30C21O7OxS,H30C19Cx2O8S,H30C18Cx3O8S	-1
442	H26C22N4O4S,H26C21CxN4O4S,H26C22N4O4Sx,H26C22N4O3OxS,H26C20Cx2N4O4S,H26C19Cx3N4O4S	-1,1
442	H31C21O8P,H31C20CxO8P,H31C21O7OxP,H31C19Cx2O8P,H31C18Cx3O8P	-1
442	H26C21N6O3S,H26C20CxN6O3S,H26C21N6O3Sx,H26C21N6O2OxS,H26C19Cx2N6O3S,H26C18Cx3N6O3S	-1
442	H23C26N4O2F,H23C25CxN4O2F,H23C26N4OOxF,H23C24Cx2N4O2F,H23C23Cx3N4O2F	-1,1
442	H24C23N4O3F2,H24C22CxN4O3F2,H24C23N4O2OxF2,H24C21Cx2N4O3F2,H24C20Cx3N4O3F2	-1,1
442	H30C21O10,H30C20CxO10,H30C21O9Ox,H30C19Cx2O10,H30C18Cx3O10	-1
442	H30C19N4O6S,H30C18CxN4O6S,H30C19N4O6Sx,H30C19N4O5OxS,H30C17Cx2N4O6S,H30C16Cx3N4O6S	-1,1
442	H30C24N2O4S,H30C23CxN2O4S,H30C24N2O4Sx,H30C24N2O3OxS,H30C22Cx2N2O4S,H30C21Cx3N2O4S	1
442	H35C18O10P,H35C17CxO10P,H35C18O9OxP,H35C16Cx2O10P,H35C15Cx3O10P	-1,1
442	H30C23N4O3S,H30C22CxN4O3S,H30C23N4O3Sx,H30C23N4O2OxS,H30C21Cx2N4O3S,H30C20Cx3N4O3S	-1,1
442	H30C24N2O6,H30C23CxN2O6,H30C24N2O5Ox,H30C22Cx2N2O6,H30C21Cx3N2O6	-1,1
442	H30C23N4O5,H30C22CxN4O5,H30C23N4O4Ox,H30C21Cx2N4O5,H30C20Cx3N4O5	-1
442	H30C28N2O3,H30C27CxN2O3,H30C28N2O2Ox,H30C26Cx2N2O3,H30C25Cx3N2O3	1
442	H39C19O9P,H39C18CxO9P,H39C19O8OxP,H39C17Cx2O9P,H39C16Cx3O9P	1
442	H34C24N4O2S,H34C23CxN4O2S,H34C24N4O2Sx,H34C24N4OOxS,H34C22Cx2N4O2S,H34C21Cx3N4O2S	1
442	H38C23O8,H38C22CxO8,H38C23O7Ox,H38C21Cx2O8,H38C20Cx3O8	-1,1
442	H34C24N4O4,H34C23CxN4O4,H34C24N4O3Ox,H34C22Cx2N4O4,H34C21Cx3N4O4	-1,1
442	H34C29N2O2,H34C28CxN2O2,H34C29N2OOx,H34C27Cx2N2O2,H34C26Cx3N2O2	-1,1
442	H34C34,H34C33Cx,H34C32Cx2,H34C31Cx3	1
442	H36C20N5O6,H36C19CxN5O6,H36C20N5O5Ox,H36C18Cx2N5O6,H36C17Cx3N5O6	1
442	H38C27O5,H38C26CxO5,H38C27O4Ox,H38C25Cx2O5,H38C24Cx3O5	1
442	H42C20O10,H42C19CxO10,H42C20O9Ox,H42C18Cx2O10,H42C17Cx3O10	1
442	H38C26N2O4,H38C25CxN2O4,H38C26N2O3Ox,H38C24Cx2N2O4,H38C23Cx3N2O4	1
442	H38C25N4O3,H38C24CxN4O3,H38C25N4O2Ox,H38C23Cx2N4O3,H38C22Cx3N4O3	1
442	H42C28O4,H42C27CxO4,H42C28O3Ox,H42C26Cx2O4,H42C25Cx3O4	1
442	H46C25O4S,H46C24CxO4S,H46C25O4Sx,H46C25O3OxS,H46C23Cx2O4S,H46C22Cx3O4S	1
442	H46C25O6,H46C24CxO6,H46C25O5Ox,H46C23Cx2O6,H46C22Cx3O6	-1
442	H50C26O3S,H50C25CxO3S,H50C26O3Sx,H50C26O2OxS,H50C24Cx2O3S,H50C23Cx3O3S	1
442	H50C26O5,H50C25CxO5,H50C26O4Ox,H50C24Cx2O5,H50C23Cx3O5	-1
443	H15C10N5O11P2,H15C9CxN5O11P2,H15C10N5O10OxP2,H15C8Cx2N5O11P2,H15C7Cx3N5O11P2	-1
443	H21C25N3O5,H21C24CxN3O5,H21C25N3O4Ox,H21C23Cx2N3O5,H21C22Cx3N3O5	-1
443	H25C26N3O2S,H25C25CxN3O2S,H25C26N3O2Sx,H25C26N3OOxS,H25C24Cx2N3O2S,H25C23Cx3N3O2S	-1
443	H25C22N3O7,H25C21CxN3O7,H25C22N3O6Ox,H25C20Cx2N3O7,H25C19Cx3N3O7	-1
443	H25C27NO5,H25C26CxNO5,H25C27NO4Ox,H25C25Cx2NO5,H25C24Cx3NO5	-1,1
443	H27C24N3O2FCl,H27C23CxN3O2FCl,H27C24N3O2FClx,H27C24N3OOxFCl,H27C22Cx2N3O2FCl,H27C21Cx3N3O2FCl	1
443	H29C23N3O4S,H29C22CxN3O4S,H29C23N3O4Sx,H29C23N3O3OxS,H29C21Cx2N3O4S,H29C20Cx3N3O4S	-1
443	H27C22N7FCl,H27C21CxN7FCl,H27C22N7FClx,H27C20Cx2N7FCl,H27C19Cx3N7FCl	-1,1
443	H29C23N3O6,H29C22CxN3O6,H29C23N3O5Ox,H29C21Cx2N3O6,H29C20Cx3N3O6	-1
443	H29C28NO4,H29C27CxNO4,H29C28NO3Ox,H29C26Cx2NO4,H29C25Cx3NO4	-1
443	H29C26N5S,H29C25CxN5S,H29C26N5Sx,H29C24Cx2N5S,H29C23Cx3N5S	1
443	H33C21NO9,H33C20CxNO9,H33C21NO8Ox,H33C19Cx2NO9,H33C18Cx3NO9	1
443	H29C22N5O5,H29C21CxN5O5,H29C22N5O4Ox,H29C20Cx2N5O5,H29C19Cx3N5O5	1
443	H33C25NO6,H33C24CxNO6,H33C25NO5Ox,H33C23Cx2NO6,H33C22Cx3NO6	1
443	H30C28N3OF,H30C27CxN3OF,H30C26Cx2N3OF,H30C25Cx3N3OF	-1,1
443	H33C23N5O4,H33C22CxN5O4,H33C23N5O3Ox,H33C21Cx2N5O4,H33C20Cx3N5O4	1
443	H37C24N5O3,H37C23CxN5O3,H37C24N5O2Ox,H37C22Cx2N5O3,H37C21Cx3N5O3	1
443	H49C25NO5,H49C24CxNO5,H49C25NO4Ox,H49C23Cx2NO5,H49C22Cx3NO5	1
443	H53C26NO4,H53C25CxNO4,H53C26NO3Ox,H53C24Cx2NO4,H53C23Cx3NO4	1
444	H17C21N2O5SCl,H17C20CxN2O5SCl,H17C21N2O5SxCl,H17C21N2O5SClx,H17C21N2O4OxSCl,H17C19Cx2N2O5SCl,H17C18Cx3N2O5SCl	-1
444	H20C22O10,H20C21CxO10,H20C22O9Ox,H20C20Cx2O10,H20C19Cx3O10	-1,1
444	H24C15O15,H24C14CxO15,H24C15O14Ox,H24C13Cx2O15,H24C12Cx3O15	1
444	H36C12O6Si6,H36C11CxO6Si6,H36C12O5OxSi6,H36C10Cx2O6Si6,H36C9Cx3O6Si6	-1,1
444	H20C25N2O4S,H20C24CxN2O4S,H20C25N2O4Sx,H20C25N2O3OxS,H20C23Cx2N2O4S,H20C22Cx3N2O4S	-1,1
444	H20C26O7,H20C25CxO7,H20C26O6Ox,H20C24Cx2O7,H20C23Cx3O7	-1
444	H29C20N2O5SCl,H29C19CxN2O5SCl,H29C20N2O5SxCl,H29C20N2O5SClx,H29C20N2O4OxSCl,H29C18Cx2N2O5SCl,H29C17Cx3N2O5SCl	-1,1
444	H24C26N2O3S,H24C25CxN2O3S,H24C26N2O3Sx,H24C26N2O2OxS,H24C24Cx2N2O3S,H24C23Cx3N2O3S	-1
444	H24C22N2O8,H24C21CxN2O8,H24C22N2O7Ox,H24C20Cx2N2O8,H24C19Cx3N2O8	-1
444	H24C27O6,H24C26CxO6,H24C27O5Ox,H24C25Cx2O6,H24C24Cx3O6	-1,1
444	H24C20N6O4S,H24C19CxN6O4S,H24C20N6O4Sx,H24C20N6O3OxS,H24C18Cx2N6O4S,H24C17Cx3N6O4S	-1,1
444	H27C22O4F3S,H27C21CxO4F3S,H27C22O4F3Sx,H27C22O3OxF3S,H27C20Cx2O4F3S,H27C19Cx3O4F3S	1
444	H24C25N4O2S,H24C24CxN4O2S,H24C25N4O2Sx,H24C25N4OOxS,H24C23Cx2N4O2S,H24C22Cx3N4O2S	-1
444	H28C20O11,H28C19CxO11,H28C20O10Ox,H28C18Cx2O11,H28C17Cx3O11	-1
444	H22C27N2O2F2,H22C26CxN2O2F2,H22C27N2OOxF2,H22C25Cx2N2O2F2,H22C24Cx3N2O2F2	-1
444	H24C31O3,H24C30CxO3,H24C31O2Ox,H24C29Cx2O3,H24C28Cx3O3	-1
444	H29C20N2O6FS,H29C19CxN2O6FS,H29C20N2O6FSx,H29C20N2O5OxFS,H29C18Cx2N2O6FS,H29C17Cx3N2O6FS	-1
444	H28C22N4O4S,H28C21CxN4O4S,H28C22N4O4Sx,H28C22N4O3OxS,H28C20Cx2N4O4S,H28C19Cx3N4O4S	-1
444	H25C26N4O2F,H25C25CxN4O2F,H25C26N4OOxF,H25C24Cx2N4O2F,H25C23Cx3N4O2F	-1,1
444	H32C21O10,H32C20CxO10,H32C21O9Ox,H32C19Cx2O10,H32C18Cx3O10	-1
444	H28C22N4O6,H28C21CxN4O6,H28C22N4O5Ox,H28C20Cx2N4O6,H28C19Cx3N4O6	-1,1
444	H29C22N6O2Cl,H29C21CxN6O2Cl,H29C22N6O2Clx,H29C22N6OOxCl,H29C20Cx2N6O2Cl,H29C19Cx3N6O2Cl	-1
444	H32C25O7,H32C24CxO7,H32C25O6Ox,H32C23Cx2O7,H32C22Cx3O7	-1,1
444	H37C20O7NaS,H37C19CxO7NaS,H37C20O7NaSx,H37C20O6OxNaS,H37C18Cx2O7NaS,H37C17Cx3O7NaS	-1,1
444	H28C26N4O3,H28C25CxN4O3,H28C26N4O2Ox,H28C24Cx2N4O3,H28C23Cx3N4O3	-1,1
444	H32C24N2O6,H32C23CxN2O6,H32C24N2O5Ox,H32C22Cx2N2O6,H32C21Cx3N2O6	-1,1
444	H28C25N6O2,H28C24CxN6O2,H28C25N6OOx,H28C23Cx2N6O2,H28C22Cx3N6O2	-1,1
444	H32C23N4O5,H32C22CxN4O5,H32C23N4O4Ox,H32C21Cx2N4O5,H32C20Cx3N4O5	-1,1
444	H32C28N2O3,H32C27CxN2O3,H32C28N2O2Ox,H32C26Cx2N2O3,H32C25Cx3N2O3	1
444	H32C22N6O4,H32C21CxN6O4,H32C22N6O3Ox,H32C20Cx2N6O4,H32C19Cx3N6O4	-1,1
444	H36C26O6,H36C25CxO6,H36C26O5Ox,H36C24Cx2O6,H36C23Cx3O6	-1,1
444	H40C19O11,H40C18CxO11,H40C19O10Ox,H40C17Cx2O11,H40C16Cx3O11	-1,1
444	H41C23O6P,H41C22CxO6P,H41C23O5OxP,H41C21Cx2O6P,H41C20Cx3O6P	-1,1
444	H36C24N4O4,H36C23CxN4O4,H36C24N4O3Ox,H36C22Cx2N4O4,H36C21Cx3N4O4	-1,1
444	H36C29N2O2,H36C28CxN2O2,H36C29N2OOx,H36C27Cx2N2O2,H36C26Cx3N2O2	1
444	H40C27O5,H40C26CxO5,H40C27O4Ox,H40C25Cx2O5,H40C24Cx3O5	-1,1
444	H44C28O4,H44C27CxO4,H44C28O3Ox,H44C26Cx2O4,H44C25Cx3O4	1
444	H48C25O6,H48C24CxO6,H48C25O5Ox,H48C23Cx2O6,H48C22Cx3O6	-1
444	H48C29O3,H48C28CxO3,H48C29O2Ox,H48C27Cx2O3,H48C26Cx3O3	1
445	H24C18NO2SI,H24C17CxNO2SI,H24C18NO2SxI,H24C18NOOxSI,H24C16Cx2NO2SI,H24C15Cx3NO2SI	-1,1
445	H31C12NO16,H31C11CxNO16,H31C12NO15Ox,H31C10Cx2NO16,H31C9Cx3NO16	-1
445	H28C22N5OSCl,H28C21CxN5OSCl,H28C22N5OSxCl,H28C22N5OSClx,H28C20Cx2N5OSCl,H28C19Cx3N5OSCl	-1
445	H27C21N5O4S,H27C20CxN5O4S,H27C21N5O4Sx,H27C21N5O3OxS,H27C19Cx2N5O4S,H27C18Cx3N5O4S	-1
445	H25C23N3O4F2,H25C22CxN3O4F2,H25C23N3O3OxF2,H25C21Cx2N3O4F2,H25C20Cx3N3O4F2	-1,1
445	H37C6O21,H37C5CxO21,H37C6O20Ox,H37C4Cx2O21,H37C3Cx3O21	-1
445	H36C21NOI,H36C20CxNOI,H36C19Cx2NOI,H36C18Cx3NOI	-1
445	H23C23N7O3,H23C22CxN7O3,H23C23N7O2Ox,H23C21Cx2N7O3,H23C20Cx3N7O3	-1
445	H27C25N5O3,H27C24CxN5O3,H27C25N5O2Ox,H27C23Cx2N5O3,H27C22Cx3N5O3	1
445	H31C22N5O5,H31C21CxN5O5,H31C22N5O4Ox,H31C20Cx2N5O5,H31C19Cx3N5O5	-1,1
445	H31C21N7O4,H31C20CxN7O4,H31C21N7O3Ox,H31C19Cx2N7O4,H31C18Cx3N7O4	1
445	H35C25NO6,H35C24CxNO6,H35C25NO5Ox,H35C23Cx2NO6,H35C22Cx3NO6	1
445	H35C19N5O7,H35C18CxN5O7,H35C19N5O6Ox,H35C17Cx2N5O7,H35C16Cx3N5O7	-1,1
445	H39C22NO8,H39C21CxNO8,H39C22NO7Ox,H39C20Cx2NO8,H39C19Cx3NO8	-1,1
445	H35C23N5O4,H35C22CxN5O4,H35C23N5O3Ox,H35C21Cx2N5O4,H35C20Cx3N5O4	-1,1
445	H35C27N5O,H35C26CxN5O,H35C25Cx2N5O,H35C24Cx3N5O	1
446	H2C9O2F16,H2C8CxO2F16,H2C9OOxF16,H2C7Cx2O2F16,H2C6Cx3O2F16	-1
446	H18C21O11,H18C20CxO11,H18C21O10Ox,H18C19Cx2O11,H18C18Cx3O11	-1
446	H18C19N4O7S,H18C18CxN4O7S,H18C19N4O7Sx,H18C19N4O6OxS,H18C17Cx2N4O7S,H18C16Cx3N4O7S	-1,1
446	H22C21N2O5S2,H22C20CxN2O5S2,H22C21N2O5SSx,H22C21N2O4OxS2,H22C19Cx2N2O5S2,H22C18Cx3N2O5S2	-1
446	H17C21N4O2F3S,H17C20CxN4O2F3S,H17C21N4O2F3Sx,H17C21N4OOxF3S,H17C19Cx2N4O2F3S,H17C18Cx3N4O2F3S	-1
446	H22C16N4O9S,H22C15CxN4O9S,H22C16N4O9Sx,H22C16N4O8OxS,H22C14Cx2N4O9S,H22C13Cx3N4O9S	1
446	H24C23N2O3Cl2,H24C22CxN2O3Cl2,H24C23N2O3ClClx,H24C23N2O2OxCl2,H24C21Cx2N2O3Cl2,H24C20Cx3N2O3Cl2	-1
446	H23C21N4O3SCl,H23C20CxN4O3SCl,H23C21N4O3SxCl,H23C21N4O3SClx,H23C21N4O2OxSCl,H23C19Cx2N4O3SCl,H23C18Cx3N4O3SCl	-1
446	H17C21N4O4F3,H17C20CxN4O4F3,H17C21N4O3OxF3,H17C19Cx2N4O4F3,H17C18Cx3N4O4F3	-1
446	H22C22O10,H22C21CxO10,H22C22O9Ox,H22C20Cx2O10,H22C19Cx3O10	-1
446	H29C21N2O2Cl3,H29C20CxN2O2Cl3,H29C21N2O2Cl2Clx,H29C21N2OOxCl3,H29C19Cx2N2O2Cl3,H29C18Cx3N2O2Cl3	-1
446	H22C26O7,H22C25CxO7,H22C26O6Ox,H22C24Cx2O7,H22C23Cx3O7	-1
446	H26C22N2O6S,H26C21CxN2O6S,H26C22N2O6Sx,H26C22N2O5OxS,H26C20Cx2N2O6S,H26C19Cx3N2O6S	-1,1
446	H24C22N4O3FCl,H24C21CxN4O3FCl,H24C22N4O3FClx,H24C22N4O2OxFCl,H24C20Cx2N4O3FCl,H24C19Cx3N4O3FCl	-1
446	H23C26N2O4F,H23C25CxN2O4F,H23C26N2O3OxF,H23C24Cx2N2O4F,H23C23Cx3N2O4F	-1
446	H27C22N4O4Cl,H27C21CxN4O4Cl,H27C22N4O4Clx,H27C22N4O3OxCl,H27C20Cx2N4O4Cl,H27C19Cx3N4O4Cl	-1
446	H23C25N4O3F,H23C24CxN4O3F,H23C25N4O2OxF,H23C23Cx2N4O3F,H23C22Cx3N4O3F	-1
446	H26C25N4O2S,H26C24CxN4O2S,H26C25N4O2Sx,H26C25N4OOxS,H26C23Cx2N4O2S,H26C22Cx3N4O2S	-1
446	H30C20O11,H30C19CxO11,H30C20O10Ox,H30C18Cx2O11,H30C17Cx3O11	-1
446	H30C22N4O2S2,H30C21CxN4O2S2,H30C22N4O2SSx,H30C22N4OOxS2,H30C20Cx2N4O2S2,H30C19Cx3N4O2S2	-1
446	H22C22N8O3,H22C21CxN8O3,H22C22N8O2Ox,H22C20Cx2N8O3,H22C19Cx3N8O3	-1
446	H26C26N2O5,H26C25CxN2O5,H26C26N2O4Ox,H26C24Cx2N2O5,H26C23Cx3N2O5	-1
446	H38C6O21,H38C5CxO21,H38C6O20Ox,H38C4Cx2O21,H38C3Cx3O21	-1,1
446	H30C24O8,H30C23CxO8,H30C24O7Ox,H30C22Cx2O8,H30C21Cx3O8	-1,1
446	H26C25N4O4,H26C24CxN4O4,H26C25N4O3Ox,H26C23Cx2N4O4,H26C22Cx3N4O4	-1
446	H30C22N4O4S,H30C21CxN4O4S,H30C22N4O4Sx,H30C22N4O3OxS,H30C20Cx2N4O4S,H30C19Cx3N4O4S	-1,1
446	H26C24N6O3,H26C23CxN6O3,H26C24N6O2Ox,H26C22Cx2N6O3,H26C21Cx3N6O3	-1,1
446	H35C21O8P,H35C20CxO8P,H35C21O7OxP,H35C19Cx2O8P,H35C18Cx3O8P	-1,1
446	H30C26N4OS,H30C25CxN4OS,H30C26N4OSx,H30C24Cx2N4OS,H30C23Cx3N4OS	-1,1
446	H34C21O10,H34C20CxO10,H34C21O9Ox,H34C19Cx2O10,H34C18Cx3O10	-1,1
446	H30C22N4O6,H30C21CxN4O6,H30C22N4O5Ox,H30C20Cx2N4O6,H30C19Cx3N4O6	-1,1
446	H30C27N2O4,H30C26CxN2O4,H30C27N2O3Ox,H30C25Cx2N2O4,H30C24Cx3N2O4	-1,1
446	H30C21N6O5,H30C20CxN6O5,H30C21N6O4Ox,H30C19Cx2N6O5,H30C18Cx3N6O5	-1,1
446	H35C23O7Na,H35C22CxO7Na,H35C23O6OxNa,H35C21Cx2O7Na,H35C20Cx3O7Na	-1,1
446	H34C25O7,H34C24CxO7,H34C25O6Ox,H34C23Cx2O7,H34C22Cx3O7	1
446	H30C26N4O3,H30C25CxN4O3,H30C26N4O2Ox,H30C24Cx2N4O3,H30C23Cx3N4O3	-1,1
446	H34C19N4O8,H34C18CxN4O8,H34C19N4O7Ox,H34C17Cx2N4O8,H34C16Cx3N4O8	-1,1
446	H34C24N2O6,H34C23CxN2O6,H34C24N2O5Ox,H34C22Cx2N2O6,H34C21Cx3N2O6	1
446	H30C25N6O2,H30C24CxN6O2,H30C25N6OOx,H30C23Cx2N6O2,H30C22Cx3N6O2	-1,1
446	H35C26O5F,H35C25CxO5F,H35C26O4OxF,H35C24Cx2O5F,H35C23Cx3O5F	-1,1
446	H34C23N4O5,H34C22CxN4O5,H34C23N4O4Ox,H34C21Cx2N4O5,H34C20Cx3N4O5	-1,1
446	H34C28N2O3,H34C27CxN2O3,H34C28N2O2Ox,H34C26Cx2N2O3,H34C25Cx3N2O3	1
446	H38C26O6,H38C25CxO6,H38C26O5Ox,H38C24Cx2O6,H38C23Cx3O6	-1,1
446	H34C27N4O2,H34C26CxN4O2,H34C27N4OOx,H34C25Cx2N4O2,H34C24Cx3N4O2	1
446	H42C27O5,H42C26CxO5,H42C27O4Ox,H42C25Cx2O5,H42C24Cx3O5	-1,1
446	H38C28N4O,H38C27CxN4O,H38C26Cx2N4O,H38C25Cx3N4O	-1,1
446	H46C28O4,H46C27CxO4,H46C28O3Ox,H46C26Cx2O4,H46C25Cx3O4	1
446	H50C29O3,H50C28CxO3,H50C29O2Ox,H50C27Cx2O3,H50C26Cx3O3	1
447	H21C20N3O5S2,H21C19CxN3O5S2,H21C20N3O5SSx,H21C20N3O4OxS2,H21C18Cx2N3O5S2,H21C17Cx3N3O5S2	-1
447	H21C24N3O4S,H21C23CxN3O4S,H21C24N3O4Sx,H21C24N3O3OxS,H21C22Cx2N3O4S,H21C21Cx3N3O4S	1
447	H25C21N3O6S,H25C20CxN3O6S,H25C21N3O6Sx,H25C21N3O5OxS,H25C19Cx2N3O6S,H25C18Cx3N3O6S	-1
447	H24C20NO7F3,H24C19CxNO7F3,H24C20NO6OxF3,H24C18Cx2NO7F3,H24C17Cx3NO7F3	-1
447	H25C25N3O3S,H25C24CxN3O3S,H25C25N3O3Sx,H25C25N3O2OxS,H25C23Cx2N3O3S,H25C22Cx3N3O3S	-1
447	H21C21N9O3,H21C20CxN9O3,H21C21N9O2Ox,H21C19Cx2N9O3,H21C18Cx3N9O3	-1
447	H24C28NOF3,H24C27CxNOF3,H24C26Cx2NOF3,H24C25Cx3NOF3	-1
447	H32C21N3O2FCl2,H32C20CxN3O2FCl2,H32C21N3O2FClClx,H32C21N3OOxFCl2,H32C19Cx2N3O2FCl2,H32C18Cx3N3O2FCl2	-1
447	H26C26N3O3F,H26C25CxN3O3F,H26C26N3O2OxF,H26C24Cx2N3O3F,H26C23Cx3N3O3F	-1
447	H33C23N3O2S2,H33C22CxN3O2S2,H33C23N3O2SSx,H33C23N3OOxS2,H33C21Cx2N3O2S2,H33C20Cx3N3O2S2	-1,1
447	H29C20N7O3S,H29C19CxN7O3S,H29C20N7O3Sx,H29C20N7O2OxS,H29C18Cx2N7O3S,H29C17Cx3N7O3S	1
447	H29C25N5OS,H29C24CxN5OS,H29C25N5OSx,H29C23Cx2N5OS,H29C22Cx3N5OS	-1,1
447	H33C24NO7,H33C23CxNO7,H33C24NO6Ox,H33C22Cx2NO7,H33C21Cx3NO7	1
447	H33C23N3O6,H33C22CxN3O6,H33C23N3O5Ox,H33C21Cx2N3O6,H33C20Cx3N3O6	-1,1
447	H29C24N7O2,H29C23CxN7O2,H29C24N7OOx,H29C22Cx2N7O2,H29C21Cx3N7O2	-1,1
447	H37C20N3O6S,H37C19CxN3O6S,H37C20N3O6Sx,H37C20N3O5OxS,H37C18Cx2N3O6S,H37C17Cx3N3O6S	1
447	H33C27N3O3,H33C26CxN3O3,H33C27N3O2Ox,H33C25Cx2N3O3,H33C24Cx3N3O3	-1,1
447	H37C24N3O3S,H37C23CxN3O3S,H37C24N3O3Sx,H37C24N3O2OxS,H37C22Cx2N3O3S,H37C21Cx3N3O3S	-1,1
447	H37C19N5O7,H37C18CxN5O7,H37C19N5O6Ox,H37C17Cx2N5O7,H37C16Cx3N5O7	1
447	H41C22NO8,H41C21CxNO8,H41C22NO7Ox,H41C20Cx2NO8,H41C19Cx3NO8	-1,1
447	H41C26NO5,H41C25CxNO5,H41C26NO4Ox,H41C24Cx2NO5,H41C23Cx3NO5	-1,1
447	H45C27NO4,H45C26CxNO4,H45C27NO3Ox,H45C25Cx2NO4,H45C24Cx3NO4	1
448	H17C23N2O3Br,H17C22CxN2O3Br,H17C23N2O2OxBr,H17C21Cx2N2O3Br,H17C20Cx3N2O3Br	1
448	H20C19N4O3S3,H20C18CxN4O3S3,H20C19N4O3S2Sx,H20C19N4O2OxS3,H20C17Cx2N4O3S3,H20C16Cx3N4O3S3	-1
448	H20C21O11,H20C20CxO11,H20C21O10Ox,H20C19Cx2O11,H20C18Cx3O11	-1
448	H24C21N2O5S2,H24C20CxN2O5S2,H24C21N2O5SSx,H24C21N2O4OxS2,H24C19Cx2N2O5S2,H24C18Cx3N2O5S2	-1
448	H20C23N4O4S,H20C22CxN4O4S,H20C23N4O4Sx,H20C23N4O3OxS,H20C21Cx2N4O4S,H20C20Cx3N4O4S	-1
448	H24C18O13,H24C17CxO13,H24C18O12Ox,H24C16Cx2O13,H24C15Cx3O13	-1
448	H26C22N4SCl2,H26C21CxN4SCl2,H26C22N4SxCl2,H26C22N4SClClx,H26C20Cx2N4SCl2,H26C19Cx3N4SCl2	-1
448	H24C19N6O3S2,H24C18CxN6O3S2,H24C19N6O3SSx,H24C19N6O2OxS2,H24C17Cx2N6O3S2,H24C16Cx3N6O3S2	-1
448	H21C24N4O2FS,H21C23CxN4O2FS,H21C24N4O2FSx,H21C24N4OOxFS,H21C22Cx2N4O2FS,H21C21Cx3N4O2FS	-1
448	H24C16N4O11,H24C15CxN4O11,H24C16N4O10Ox,H24C14Cx2N4O11,H24C13Cx3N4O11	-1
448	H24C26O7,H24C25CxO7,H24C26O6Ox,H24C24Cx2O7,H24C23Cx3O7	-1
448	H25C26N2O3Cl,H25C25CxN2O3Cl,H25C26N2O3Clx,H25C26N2O2OxCl,H25C24Cx2N2O3Cl,H25C23Cx3N2O3Cl	-1,1
448	H24C24N4O3S,H24C23CxN4O3S,H24C24N4O3Sx,H24C24N4O2OxS,H24C22Cx2N4O3S,H24C21Cx3N4O3S	-1,1
448	H20C21N8O4,H20C20CxN8O4,H20C21N8O3Ox,H20C19Cx2N8O4,H20C18Cx3N8O4	-1,1
448	H24C24N4O5,H24C23CxN4O5,H24C24N4O4Ox,H24C22Cx2N4O5,H24C21Cx3N4O5	-1
448	H24C29N2O3,H24C28CxN2O3,H24C29N2O2Ox,H24C27Cx2N2O3,H24C26Cx3N2O3	-1,1
448	H25C24N6FS,H25C23CxN6FS,H25C24N6FSx,H25C22Cx2N6FS,H25C21Cx3N6FS	1
448	H28C20N6O4S,H28C19CxN6O4S,H28C20N6O4Sx,H28C20N6O3OxS,H28C18Cx2N6O4S,H28C17Cx3N6O4S	-1
448	H28C25N4O2S,H28C24CxN4O2S,H28C25N4O2Sx,H28C25N4OOxS,H28C23Cx2N4O2S,H28C22Cx3N4O2S	-1,1
448	H28C26N2O5,H28C25CxN2O5,H28C26N2O4Ox,H28C24Cx2N2O5,H28C23Cx3N2O5	-1,1
448	H32C24O8,H32C23CxO8,H32C24O7Ox,H32C22Cx2O8,H32C21Cx3O8	-1
448	H32C28O5,H32C27CxO5,H32C28O4Ox,H32C26Cx2O5,H32C25Cx3O5	-1,1
448	H33C25O6F,H33C24CxO6F,H33C25O5OxF,H33C23Cx2O6F,H33C22Cx3O6F	1
448	H28C23N8O2,H28C22CxN8O2,H28C23N8OOx,H28C21Cx2N8O2,H28C20Cx3N8O2	-1,1
448	H36C25O7,H36C24CxO7,H36C25O6Ox,H36C23Cx2O7,H36C22Cx3O7	-1,1
448	H39C21NO7P,H39C20CxNO7P,H39C21NO6OxP,H39C19Cx2NO7P,H39C18Cx3NO7P	-1,1
448	H36C18N6O5S,H36C17CxN6O5S,H36C18N6O5Sx,H36C18N6O4OxS,H36C16Cx2N6O5S,H36C15Cx3N6O5S	-1,1
448	H32C26N4O3,H32C25CxN4O3,H32C26N4O2Ox,H32C24Cx2N4O3,H32C23Cx3N4O3	-1,1
